range_params,upscale,upscale_method,epoch_number,compression,val_top_1
"[1, 0.14, 0.14, 0.1]",0.04,+,32,0.9284731547771068,0.748730480670929
"[1, 0.14, 0.14, 0.1]",0.04,+,33,0.9292599335975152,0.7503906488418579
"[1, 0.14, 0.14, 0.1]",0.04,+,34,0.9299025382885295,0.747363269329071
"[1, 0.14, 0.14, 0.1]",0.04,+,35,0.9304215651543487,0.759082019329071
"[1, 0.14, 0.14, 0.1]",0.04,+,36,0.9310353350194841,0.7627929449081421
"[1, 0.14, 0.14, 0.1]",0.04,+,37,0.9315584811461431,0.7627929449081421
"[1, 0.14, 0.14, 0.1]",0.04,+,38,0.9320280768818843,0.7684570550918579
"[1, 0.14, 0.14, 0.1]",0.04,+,39,0.9324935533567856,0.7748047113418579
"[1, 0.14, 0.14, 0.1]",0.04,+,40,0.9329961031792455,0.780078113079071
"[1, 0.14, 0.14, 0.1]",0.04,+,41,0.9334656989149867,0.7826172113418579
"[1, 0.14, 0.14, 0.1]",0.04,+,42,0.9339023405640092,0.7811523675918579
"[1, 0.14, 0.14, 0.1]",0.04,+,43,0.9342524777353952,0.785351574420929
"[1, 0.14, 0.14, 0.1]",0.04,+,44,0.9346026149067811,0.7940429449081421
"[1, 0.14, 0.14, 0.1]",0.04,+,45,0.9348703668613704,0.798046886920929
"[1, 0.14, 0.14, 0.1]",0.04,+,46,0.9352163847719165,0.7948242425918579
"[1, 0.14, 0.14, 0.1]",0.04,+,47,0.9354964945090253,0.795214831829071
"[1, 0.14, 0.14, 0.1]",0.04,+,48,0.9357601272027747,0.799023449420929
"[1, 0.14, 0.14, 0.1]",0.04,+,49,0.9360361176790437,0.7992187738418579
"[1, 0.14, 0.14, 0.1]",0.04,+,50,0.9362915118511135,0.797070324420929
"[1, 0.14, 0.14, 0.1]",0.04,+,51,0.936526309718984,0.7972656488418579
"[1, 0.14, 0.14, 0.1]",0.04,+,52,0.9367281535001359,0.7992187738418579
"[1, 0.14, 0.14, 0.1]",0.04,+,53,0.9369052817162489,0.79736328125
"[1, 0.14, 0.14, 0.1]",0.04,+,54,0.9370700521498422,0.8013671636581421
"[1, 0.14, 0.14, 0.1]",0.04,+,55,0.937251299626795,0.803515613079071
"[1, 0.14, 0.14, 0.1]",0.04,+,56,0.937399593017029,0.8042968511581421
"[1, 0.14, 0.14, 0.1]",0.04,+,57,0.9375726019723021,0.806835949420929
"[1, 0.14, 0.14, 0.1]",0.04,+,58,0.9377085375800166,0.8041015863418579
"[1, 0.14, 0.14, 0.1]",0.04,+,59,0.9378856657961295,0.8046875
"[1, 0.14, 0.14, 0.1]",0.04,+,60,0.9380092436213245,0.8145507574081421
"[1, 0.14, 0.14, 0.1]",0.04,+,61,0.9381204636640001,0.811816394329071
"[1, 0.14, 0.14, 0.1]",0.04,+,62,0.9382440414891952,0.815234363079071
"[1, 0.14, 0.14, 0.1]",0.04,+,63,0.9383593807927105,0.8155273199081421
"[1, 0.14, 0.14, 0.1]",0.04,+,64,0.9384541237920268,0.8095703125
"[1, 0.14, 0.14, 0.1]",0.04,+,65,0.938548866791343,0.8116210699081421
"[1, 0.14, 0.14, 0.1]",0.04,+,66,0.9386188942256202,0.8135741949081421
"[1, 0.14, 0.14, 0.1]",0.04,+,67,0.9387259950074559,0.8148437738418579
"[1, 0.14, 0.14, 0.1]",0.04,+,68,0.9388001417025729,0.8155273199081421
"[1, 0.14, 0.14, 0.1]",0.04,+,69,0.9388742883976899,0.814648449420929
"[1, 0.14, 0.14, 0.1]",0.04,+,70,0.9389690313970062,0.8165038824081421
"[1, 0.14, 0.14, 0.1]",0.04,+,71,0.939022581787924,0.8167968988418579
"[1, 0.14, 0.14, 0.1]",0.04,+,72,0.9391008477438808,0.8194335699081421
"[1, 0.14, 0.14, 0.1]",0.04,+,73,0.9391585173956385,0.8251953125
"[1, 0.14, 0.14, 0.1]",0.04,+,74,0.9392326640907556,0.8285156488418579
"[1, 0.14, 0.14, 0.1]",0.04,+,75,0.9392614989166344,0.8277343511581421
"[1, 0.14, 0.14, 0.1]",0.04,+,76,0.9393397648725913,0.827832043170929
"[1, 0.14, 0.14, 0.1]",0.04,+,77,0.9393850767418295,0.8233398199081421
"[1, 0.14, 0.14, 0.1]",0.04,+,78,0.9394551041761067,0.8252929449081421
"[1, 0.14, 0.14, 0.1]",0.04,+,79,0.9395004160453448,0.82666015625
"[1, 0.14, 0.14, 0.1]",0.04,+,80,0.9395622049579423,0.8291991949081421
"[1, 0.14, 0.14, 0.1]",0.04,+,81,0.9396075168271806,0.832324206829071
"[1, 0.14, 0.14, 0.1]",0.04,+,82,0.9396610672180984,0.8330078125
"[1, 0.14, 0.14, 0.1]",0.04,+,83,0.9396899020439772,0.83251953125
"[1, 0.14, 0.14, 0.1]",0.04,+,84,0.9397269753915357,0.837597668170929
"[1, 0.14, 0.14, 0.1]",0.04,+,85,0.9397805257824536,0.8379882574081421
"[1, 0.14, 0.14, 0.1]",0.04,+,86,0.9398134798691723,0.8348633050918579
"[1, 0.14, 0.14, 0.1]",0.04,+,87,0.9398505532167308,0.8343750238418579
"[1, 0.14, 0.14, 0.1]",0.04,+,88,0.9398835073034495,0.835644543170929
"[1, 0.14, 0.14, 0.1]",0.04,+,89,0.9399082228684885,0.8368164300918579
"[1, 0.14, 0.14, 0.1]",0.04,+,90,0.9399288191726877,0.83642578125
"[1, 0.14, 0.14, 0.1]",0.04,+,91,0.9399741310419258,0.8369140625
"[1, 0.14, 0.14, 0.1]",0.04,+,92,0.9399988466069649,0.836718738079071
"[1, 0.14, 0.14, 0.1]",0.04,+,93,0.9400276814328437,0.8369140625
"[1, 0.14, 0.14, 0.1]",0.04,+,94,0.9400565162587226,0.83642578125
"[1, 0.14, 0.14, 0.1]",0.04,+,95,0.9400812318237616,0.836230456829071
"[1, 0.14, 0.14, 0.1]",0.04,+,96,0.9401059473888006,0.8365234136581421
"[1, 0.14, 0.14, 0.1]",0.04,+,97,0.9401347822146794,0.8373047113418579
"[1, 0.14, 0.14, 0.1]",0.04,+,98,0.9401759748230778,0.8379882574081421
"[1, 0.14, 0.14, 0.1]",0.04,+,99,0.9401924518664371,0.8426758050918579
"[1, 0.14, 0.14, 0.1]",0.04,+,100,0.9402171674314761,0.843457043170929
"[1, 0.14, 0.14, 0.1]",0.04,+,101,0.9402295252139956,0.8423827886581421
"[1, 0.14, 0.14, 0.1]",0.04,+,102,0.9402501215181948,0.84375
"[1, 0.14, 0.14, 0.1]",0.04,+,103,0.9402789563440737,0.8466796875
"[1, 0.14, 0.14, 0.1]",0.04,+,104,0.9402995526482728,0.844921886920929
"[1, 0.14, 0.14, 0.1]",0.04,+,105,0.9403077911699524,0.8443359136581421
"[1, 0.14, 0.14, 0.1]",0.04,+,106,0.9403242682133118,0.84228515625
