,stdev,val_1
0,0.0,0.586621105670929
1,0.034482758620689655,0.581835925579071
2,0.06896551724137931,0.5625
3,0.10344827586206896,0.5362304449081421
4,0.13793103448275862,0.49052733182907104
5,0.1724137931034483,0.44853514432907104
6,0.20689655172413793,0.4033203125
7,0.24137931034482757,0.3653320372104645
8,0.27586206896551724,0.33906251192092896
9,0.3103448275862069,0.30859375
10,0.3448275862068966,0.28515625
11,0.3793103448275862,0.26396483182907104
12,0.41379310344827586,0.23857422173023224
13,0.4482758620689655,0.22714844346046448
14,0.48275862068965514,0.21220703423023224
15,0.5172413793103449,0.19941405951976776
16,0.5517241379310345,0.19003906846046448
17,0.5862068965517241,0.1806640625
18,0.6206896551724138,0.17265625298023224
19,0.6551724137931034,0.16738280653953552
20,0.6896551724137931,0.15947265923023224
21,0.7241379310344828,0.15957030653953552
22,0.7586206896551724,0.15390625596046448
23,0.7931034482758621,0.1533203125
24,0.8275862068965517,0.14589843153953552
25,0.8620689655172413,0.14326171576976776
26,0.896551724137931,0.14072266221046448
27,0.9310344827586207,0.13710936903953552
28,0.9655172413793103,0.13408203423023224
29,1.0,0.13808593153953552
