,stdev,val_1
0,0.0,0.5843750238418579
1,0.034482758620689655,0.578417956829071
2,0.06896551724137931,0.5728515386581421
3,0.10344827586206896,0.5458008050918579
4,0.13793103448275862,0.50390625
5,0.1724137931034483,0.4520507752895355
6,0.20689655172413793,0.40068358182907104
7,0.24137931034482757,0.357421875
8,0.27586206896551724,0.33085936307907104
9,0.3103448275862069,0.28681641817092896
10,0.3448275862068966,0.2588867247104645
11,0.3793103448275862,0.24042968451976776
12,0.41379310344827586,0.21621093153953552
13,0.4482758620689655,0.193359375
14,0.48275862068965514,0.185546875
15,0.5172413793103449,0.17177733778953552
16,0.5517241379310345,0.16064453125
17,0.5862068965517241,0.15351562201976776
18,0.6206896551724138,0.14589843153953552
19,0.6551724137931034,0.14267578721046448
20,0.6896551724137931,0.13642577826976776
21,0.7241379310344828,0.134765625
22,0.7586206896551724,0.12656250596046448
23,0.7931034482758621,0.12392578274011612
24,0.8275862068965517,0.12236328423023224
25,0.8620689655172413,0.12148437649011612
26,0.896551724137931,0.11992187798023224
27,0.9310344827586207,0.1162109375
28,0.9655172413793103,0.1171875
29,1.0,0.11396484076976776
