prune_rate,compression,epochs,top_5,top_1
0.1,0.06959003967357998,30,0.947460949420929,0.58349609375
0.3,0.20194819856142954,30,0.9515625238418579,0.597851574420929
0.4,0.26749024287972134,30,0.947558581829071,0.5850585699081421
0.6,0.3979776150695094,30,0.9507812261581421,0.5946289300918579
0.9,0.5824758894300551,30,0.952929675579071,0.5914062261581421
1.1,0.6935619133632229,30,0.9488281011581421,0.584765613079071
1.3,0.7913589007515401,30,0.948535144329071,0.5921875238418579
1.4,0.819082024320227,30,0.948535144329071,0.58251953125
1.5,0.8416766119407799,30,0.9488281011581421,0.565722644329071
1.6,0.8631261490823469,30,0.9452148675918579,0.563671886920929
1.7,0.8817049962906816,30,0.94140625,0.54052734375
1.8,0.8981227623133246,30,0.9359375238418579,0.5316406488418579
1.9,0.9120407702480405,30,0.9317382574081421,0.49531251192092896
1.92,0.9149114601812728,30,0.9234374761581421,0.4922851622104645
1.95,0.9188626907073509,30,0.9205077886581421,0.4761718809604645
2.1,0.9356675160468342,30,0.909863293170929,0.44453126192092896
2.2,0.9452311066670968,30,0.882128894329071,0.3902343809604645
2.25,0.949408121794665,30,0.838671863079071,0.31767576932907104
2.35,0.9571331806599361,30,0.717968761920929,0.21962890028953552
2.4,0.9601651453085185,30,0.6446288824081421,0.18359375
2.6,0.9710028061800471,30,0.529492199420929,0.09931640326976776
2.8,0.9785988452730381,30,0.49853515625,0.09765625
2.9,0.9815179176208754,30,0.49853515625,0.09765625
3.1,0.986065864593749,30,0.49853515625,0.09765625
3.15,0.9869851304712447,30,0.49853515625,0.09765625
3.12,0.9863722865529142,30,0.49853515625,0.09765625
3.22,0.9881624358933007,30,0.49853515625,0.09765625
3.29,0.9890978292423314,30,0.49853515625,0.09765625
3.35,0.989888075347547,30,0.49853515625,0.09765625
3.4,0.9903073896074573,30,0.49853515625,0.09765625
3.45,0.9907912137535078,30,0.49853515625,0.09765625
3.5,0.9912911653710931,30,0.49853515625,0.09765625
3.55,0.9917911169886785,30,0.49853515625,0.09765625
3.6,0.9921943037770539,30,0.49853515625,0.09765625
3.65,0.9925491081508241,30,0.49853515625,0.09765625
3.7,0.9928071476953844,30,0.49853515625,0.09765625
3.75,0.9931458245976196,30,0.49853515625,0.09765625
3.8,0.9934845014998549,30,0.49853515625,0.09765625
3.85,0.993645776215205,30,0.49853515625,0.09765625
3.9,0.9938554333451601,30,0.49853515625,0.09765625
3.95,0.9940650904751153,30,0.49853515625,0.09765625
4.0,0.9941941102473955,30,0.49853515625,0.09765625
4.25,0.9949682288810761,30,0.49853515625,0.09765625
4.5,0.9955004354417314,30,0.49853515625,0.09765625
5.0,0.9959036222301068,30,0.49853515625,0.09765625
6.0,0.9961777892462019,30,0.49853515625,0.09765625
