,stdev,val_1
0,0.0,0.568066418170929
1,0.034482758620689655,0.565722644329071
2,0.06896551724137931,0.556640625
3,0.10344827586206896,0.5435546636581421
4,0.13793103448275862,0.52392578125
5,0.1724137931034483,0.5035156011581421
6,0.20689655172413793,0.48046875
7,0.24137931034482757,0.45751953125
8,0.27586206896551724,0.4344726502895355
9,0.3103448275862069,0.41162109375
10,0.3448275862068966,0.38984376192092896
11,0.3793103448275862,0.37568360567092896
12,0.41379310344827586,0.34833985567092896
13,0.4482758620689655,0.3353515565395355
14,0.48275862068965514,0.31914061307907104
15,0.5172413793103449,0.30859375
16,0.5517241379310345,0.29326170682907104
17,0.5862068965517241,0.27958983182907104
18,0.6206896551724138,0.27607423067092896
19,0.6551724137931034,0.26142579317092896
20,0.6896551724137931,0.24580077826976776
21,0.7241379310344828,0.2586914002895355
22,0.7586206896551724,0.23427733778953552
23,0.7931034482758621,0.23193359375
24,0.8275862068965517,0.22119140625
25,0.8620689655172413,0.22226563096046448
26,0.896551724137931,0.2138671875
27,0.9310344827586207,0.21337890625
28,0.9655172413793103,0.20517578721046448
29,1.0,0.19970703125
