prune_rate,compression,epochs,top_5,top_1
0.1,0.06438086636777086,30,0.950390636920929,0.589550793170929
0.3,0.18717543463535788,30,0.947949230670929,0.59375
0.4,0.24757281553398058,30,0.94970703125,0.591796875
0.6,0.3678676257136406,30,0.9483398199081421,0.5835937261581421
0.9,0.5435441731445344,30,0.951855480670929,0.59375
1.1,0.649372641357288,30,0.9476562738418579,0.59130859375
1.3,0.746814824371835,30,0.951171875,0.590527355670929
1.4,0.7902783601586943,30,0.948046863079071,0.57666015625
1.5,0.8165822662323001,30,0.948046863079071,0.5829101800918579
1.6,0.8377415088862368,30,0.9502929449081421,0.5718749761581421
1.7,0.8576589362319775,30,0.947460949420929,0.5648437738418579
1.8,0.8752540076766765,30,0.943554699420929,0.5609375238418579
1.9,0.8918975583008096,30,0.9364258050918579,0.5313476324081421
1.92,0.8946231009902268,30,0.9375976324081421,0.538281261920929
1.95,0.8988162435893301,30,0.93701171875,0.533007800579071
2.1,0.9178950424152501,30,0.93115234375,0.5018554925918579
2.2,0.9288939780021288,30,0.910351574420929,0.45654296875
2.25,0.9333774150888624,30,0.9083007574081421,0.4439453184604645
2.35,0.9421346321323743,30,0.896777331829071,0.4205078184604645
2.4,0.9466987065767829,30,0.8900390863418579,0.4115234315395355
2.6,0.9600522530077734,30,0.735546886920929,0.24472656846046448
2.8,0.9701480501886914,30,0.5223633050918579,0.13261719048023224
2.9,0.9740831532432346,30,0.49853515625,0.09765625
3.1,0.9803083572557495,30,0.49853515625,0.09765625
3.15,0.9816146824500854,30,0.49853515625,0.09765625
3.12,0.9808889462310099,30,0.49853515625,0.09765625
3.22,0.9833403219043318,30,0.49853515625,0.09765625
3.29,0.984775666870948,30,0.49853515625,0.09765625
3.35,0.9856465503338386,30,0.49853515625,0.09765625
3.4,0.9865980711544045,30,0.49853515625,0.09765625
3.45,0.98729155243041,30,0.49853515625,0.09765625
3.5,0.9880817985356256,30,0.49853515625,0.09765625
3.55,0.9887914072831662,30,0.49853515625,0.09765625
3.6,0.9895332709737767,30,0.49853515625,0.09765625
3.65,0.989888075347547,30,0.49853515625,0.09765625
3.7,0.9903557720220624,30,0.49853515625,0.09765625
3.75,0.9908234686965778,30,0.49853515625,0.09765625
3.8,0.9913234203141631,30,0.49853515625,0.09765625
3.85,0.9917266071025385,30,0.49853515625,0.09765625
3.9,0.9920169015901686,30,0.49853515625,0.09765625
3.95,0.992436215850079,30,0.49853515625,0.09765625
4.0,0.9927426378092443,30,0.49853515625,0.09765625
4.25,0.9939038157597652,30,0.49853515625,0.09765625
4.5,0.9945811695642357,30,0.49853515625,0.09765625
5.0,0.9956455826855466,30,0.49853515625,0.09765625
6.0,0.9961294068315969,30,0.49853515625,0.09765625
