prune_rate,compression,epochs,top_5,top_1
0.1,0.06647743766732252,30,0.9502929449081421,0.593554675579071
0.3,0.19359416830629295,30,0.9491211175918579,0.5916992425918579
0.4,0.25613650291907236,30,0.947070300579071,0.586621105670929
0.6,0.3815921039899365,30,0.9473632574081421,0.593945324420929
0.9,0.5610263522884882,30,0.9478515386581421,0.583300769329071
1.1,0.6691610489307487,30,0.947265625,0.585253894329071
1.3,0.7679418120827016,30,0.95068359375,0.5909179449081421
1.4,0.8036964164758249,30,0.94970703125,0.57763671875
1.5,0.8280488984936941,30,0.948437511920929,0.5787109136581421
1.6,0.8492726510337709,30,0.948925793170929,0.56982421875
1.7,0.8685288520465761,30,0.94580078125,0.557324230670929
1.8,0.8864626003935103,30,0.940136730670929,0.5328124761581421
1.9,0.9009128148888818,30,0.935351550579071,0.52783203125
1.92,0.9034448279198787,30,0.934765636920929,0.522753894329071
1.95,0.907589588104377,30,0.9327148199081421,0.5155273675918579
2.1,0.9262168177273167,30,0.911328136920929,0.4619140625
2.2,0.9360545753636745,30,0.911425769329071,0.45390623807907104
2.25,0.940570267393478,30,0.904980480670929,0.43574219942092896
2.35,0.94929522949392,30,0.8720703125,0.37080079317092896
2.4,0.9529722930039028,30,0.8163086175918579,0.30644530057907104
2.6,0.9654227010289327,30,0.5728515386581421,0.14589843153953552
2.8,0.9741960455439796,30,0.501171886920929,0.10917969048023224
2.9,0.9778569815824275,30,0.5,0.09902343899011612
3.1,0.9833403219043318,30,0.49853515625,0.09765625
3.15,0.9843402251395026,30,0.49853515625,0.09765625
3.12,0.9837273812211721,30,0.49853515625,0.09765625
3.22,0.9854368932038835,30,0.49853515625,0.09765625
3.29,0.9868238557558946,30,0.49853515625,0.09765625
3.35,0.9876786117472502,30,0.5,0.10205078125
3.4,0.9885172402670709,30,0.49853515625,0.09765625
3.45,0.9891623391284714,30,0.49853515625,0.09765625
3.5,0.9897913105183369,30,0.49853515625,0.09765625
3.55,0.9901944973067123,30,0.49853515625,0.09765625
3.6,0.9907589588104377,30,0.49853515625,0.09765625
3.65,0.991178273070348,30,0.49853515625,0.09765625
3.7,0.9915975873302584,30,0.49853515625,0.09765625
3.75,0.9919846466470986,30,0.49853515625,0.09765625
3.8,0.992403960907009,30,0.49853515625,0.09765625
3.85,0.9927426378092443,30,0.49853515625,0.09765625
3.9,0.9929845498822695,30,0.49853515625,0.09765625
3.95,0.9932909718414347,30,0.49853515625,0.09765625
4.0,0.9935167564429249,30,0.49853515625,0.09765625
4.25,0.9943392574912105,30,0.49853515625,0.09765625
4.5,0.9950327387672161,30,0.49853515625,0.09765625
5.0,0.9958391123439667,30,0.49853515625,0.09765625
6.0,0.9961616617746669,30,0.49853515625,0.09765625
