prune_rate,compression,epochs,top_5,top_1
0.1,0.070880237396381,30,0.947949230670929,0.5902343988418579
0.3,0.20610908621746282,30,0.9468749761581421,0.58251953125
0.4,0.2732800051607909,30,0.94580078125,0.58349609375
0.6,0.40549301680482536,30,0.9481445550918579,0.5845702886581421
0.9,0.5930555107570236,30,0.951367199420929,0.5870116949081421
1.1,0.7059316840305777,30,0.950878918170929,0.5824218988418579
1.3,0.7988420475437861,30,0.949414074420929,0.5814453363418579
1.4,0.8260490920233525,30,0.9462890625,0.5840820074081421
1.5,0.8484662774570203,30,0.947949230670929,0.574999988079071
1.6,0.8691255684933716,30,0.945507824420929,0.5577148199081421
1.7,0.8882043673192916,30,0.93994140625,0.537402331829071
1.8,0.9031061510176435,30,0.9364258050918579,0.520214855670929
1.9,0.9174434732122698,30,0.9249023199081421,0.484375
1.92,0.9201045060155468,30,0.9183593988418579,0.4649414122104645
1.95,0.9238783343547399,30,0.9150390625,0.4481445252895355
2.1,0.9398767861174725,30,0.8902343511581421,0.40458983182907104
2.2,0.9491823371931749,30,0.8506835699081421,0.3516601622104645
2.25,0.953246460019998,30,0.829394519329071,0.31806641817092896
2.35,0.9601490178369835,30,0.6612304449081421,0.18437500298023224
2.4,0.9634228945585911,30,0.5987304449081421,0.14873047173023224
2.6,0.9731638873657388,30,0.4961914122104645,0.09765625
2.8,0.9803728671418895,30,0.49853515625,0.09765625
2.9,0.9832919394897268,30,0.49853515625,0.09765625
3.1,0.987307679901945,30,0.49853515625,0.09765625
3.15,0.9881624358933007,30,0.49853515625,0.09765625
3.12,0.9875495919749702,30,0.49853515625,0.09765625
3.22,0.9890978292423314,30,0.49853515625,0.09765625
3.29,0.989920330290617,30,0.49853515625,0.09765625
3.35,0.9905493016804825,30,0.49853515625,0.09765625
3.4,0.9910169983549979,30,0.49853515625,0.09765625
3.45,0.9914846950295133,30,0.49853515625,0.09765625
3.5,0.9920007741186336,30,0.49853515625,0.09765625
3.55,0.992355578492404,30,0.49853515625,0.09765625
3.6,0.9927587652807793,30,0.49853515625,0.09765625
3.65,0.9930006773538045,30,0.49853515625,0.09765625
3.7,0.9933716091991097,30,0.49853515625,0.09765625
3.75,0.993581266329065,30,0.49853515625,0.09765625
3.8,0.993710286101345,30,0.49853515625,0.09765625
3.85,0.9940489630035803,30,0.49853515625,0.09765625
3.9,0.9941457278327904,30,0.49853515625,0.09765625
3.95,0.9943231300196755,30,0.49853515625,0.09765625
4.0,0.9945005322065607,30,0.49853515625,0.09765625
4.25,0.9951456310679612,30,0.49853515625,0.09765625
4.5,0.9956455826855466,30,0.49853515625,0.09765625
5.0,0.9959358771731768,30,0.49853515625,0.09765625
6.0,0.9961939167177369,30,0.49853515625,0.09765625
