stdev,val_1
0.0,0.6620117425918579
0.034482758620689655,0.6631835699081421
0.06896551724137931,0.660351574420929
0.10344827586206896,0.656054675579071
0.13793103448275862,0.653124988079071
0.1724137931034483,0.6480468511581421
0.20689655172413793,0.639941394329071
0.24137931034482757,0.637499988079071
0.27586206896551724,0.629199206829071
0.3103448275862069,0.617871105670929
0.3448275862068966,0.6146484613418579
0.3793103448275862,0.5987304449081421
0.41379310344827586,0.590527355670929
0.4482758620689655,0.583789050579071
0.48275862068965514,0.5721679925918579
0.5172413793103449,0.565234363079071
0.5517241379310345,0.549511730670929
0.5862068965517241,0.539746105670929
0.6206896551724138,0.5345703363418579
0.6551724137931034,0.5186523199081421
0.6896551724137931,0.50341796875
0.7241379310344828,0.500195324420929
0.7586206896551724,0.49296873807907104
0.7931034482758621,0.4745117127895355
0.8275862068965517,0.4703125059604645
0.8620689655172413,0.46552735567092896
0.896551724137931,0.4501953125
0.9310344827586207,0.45458984375
0.9655172413793103,0.43916016817092896
1.0,0.43632811307907104
