stdev,val_1
0.0,0.785937488079071
0.034482758620689655,0.7840820550918579
0.06896551724137931,0.7833007574081421
0.10344827586206896,0.781933605670929
0.13793103448275862,0.7708984613418579
0.1724137931034483,0.761425793170929
0.20689655172413793,0.7591797113418579
0.24137931034482757,0.743945300579071
0.27586206896551724,0.733593761920929
0.3103448275862069,0.7227538824081421
0.3448275862068966,0.7093750238418579
0.3793103448275862,0.695117175579071
0.41379310344827586,0.6866210699081421
0.4482758620689655,0.67138671875
0.48275862068965514,0.66064453125
0.5172413793103449,0.6434570550918579
0.5517241379310345,0.633007824420929
0.5862068965517241,0.6136718988418579
0.6206896551724138,0.6005859375
0.6551724137931034,0.591796875
0.6896551724137931,0.5693359375
0.7241379310344828,0.560351550579071
0.7586206896551724,0.556347668170929
0.7931034482758621,0.5302734375
0.8275862068965517,0.52197265625
0.8620689655172413,0.51220703125
0.896551724137931,0.49824219942092896
0.9310344827586207,0.4876953065395355
0.9655172413793103,0.46240234375
1.0,0.4652343690395355
