stdev,val_1
0.0,0.5160156488418579
0.034482758620689655,0.513964831829071
0.06896551724137931,0.514355480670929
0.10344827586206896,0.507519543170929
0.13793103448275862,0.4917968809604645
0.1724137931034483,0.4703125059604645
0.20689655172413793,0.45087891817092896
0.24137931034482757,0.4173828065395355
0.27586206896551724,0.3866210877895355
0.3103448275862069,0.36152344942092896
0.3448275862068966,0.33818358182907104
0.3793103448275862,0.3238281309604645
0.41379310344827586,0.3077148497104645
0.4482758620689655,0.28144532442092896
0.48275862068965514,0.28046876192092896
0.5172413793103449,0.25996094942092896
0.5517241379310345,0.24755859375
0.5862068965517241,0.23388671875
0.6206896551724138,0.23496094346046448
0.6551724137931034,0.2265625
0.6896551724137931,0.21181640028953552
0.7241379310344828,0.19609375298023224
0.7586206896551724,0.19677734375
0.7931034482758621,0.20185546576976776
0.8275862068965517,0.18925781548023224
0.8620689655172413,0.17451171576976776
0.896551724137931,0.17294922471046448
0.9310344827586207,0.16748046875
0.9655172413793103,0.16806641221046448
1.0,0.15898437798023224
