,stdev,val_1
0,0.0,0.588671863079071
1,0.034482758620689655,0.5829101800918579
2,0.06896551724137931,0.5689452886581421
3,0.10344827586206896,0.53857421875
4,0.13793103448275862,0.49755859375
5,0.1724137931034483,0.44599610567092896
6,0.20689655172413793,0.40400391817092896
7,0.24137931034482757,0.3617187440395355
8,0.27586206896551724,0.3319335877895355
9,0.3103448275862069,0.30683594942092896
10,0.3448275862068966,0.2738281190395355
11,0.3793103448275862,0.25996094942092896
12,0.41379310344827586,0.24365234375
13,0.4482758620689655,0.22792968153953552
14,0.48275862068965514,0.21718749403953552
15,0.5172413793103449,0.20664063096046448
16,0.5517241379310345,0.19326171278953552
17,0.5862068965517241,0.19082030653953552
18,0.6206896551724138,0.17988280951976776
19,0.6551724137931034,0.171875
20,0.6896551724137931,0.16523437201976776
21,0.7241379310344828,0.16367188096046448
22,0.7586206896551724,0.15976563096046448
23,0.7931034482758621,0.15878906846046448
24,0.8275862068965517,0.15195313096046448
25,0.8620689655172413,0.15419921278953552
26,0.896551724137931,0.146484375
27,0.9310344827586207,0.14736327528953552
28,0.9655172413793103,0.14306640625
29,1.0,0.14208984375
