,stdev,val_1
0,0.0,0.5888671875
1,0.034482758620689655,0.584277331829071
2,0.06896551724137931,0.5718749761581421
3,0.10344827586206896,0.554882824420929
4,0.13793103448275862,0.521679699420929
5,0.1724137931034483,0.48906248807907104
6,0.20689655172413793,0.453125
7,0.24137931034482757,0.4122070372104645
8,0.27586206896551724,0.38398438692092896
9,0.3103448275862069,0.357421875
10,0.3448275862068966,0.3262695372104645
11,0.3793103448275862,0.30439454317092896
12,0.41379310344827586,0.28496092557907104
13,0.4482758620689655,0.26630860567092896
14,0.48275862068965514,0.251953125
15,0.5172413793103449,0.24599608778953552
16,0.5517241379310345,0.22988280653953552
17,0.5862068965517241,0.22333984076976776
18,0.6206896551724138,0.21757812798023224
19,0.6551724137931034,0.20673827826976776
20,0.6896551724137931,0.19355468451976776
21,0.7241379310344828,0.18837890028953552
22,0.7586206896551724,0.18369141221046448
23,0.7931034482758621,0.17998047173023224
24,0.8275862068965517,0.17167969048023224
25,0.8620689655172413,0.16757813096046448
26,0.896551724137931,0.17001953721046448
27,0.9310344827586207,0.16064453125
28,0.9655172413793103,0.15615233778953552
29,1.0,0.15595702826976776
