stdev,val_1
0.0,0.5384765863418579
0.034482758620689655,0.5333007574081421
0.06896551724137931,0.5199218988418579
0.10344827586206896,0.502246081829071
0.13793103448275862,0.48046875
0.1724137931034483,0.4549804627895355
0.20689655172413793,0.42412108182907104
0.24137931034482757,0.3929687440395355
0.27586206896551724,0.3658203184604645
0.3103448275862069,0.34453123807907104
0.3448275862068966,0.3238281309604645
0.3793103448275862,0.30000001192092896
0.41379310344827586,0.29267579317092896
0.4482758620689655,0.271484375
0.48275862068965514,0.25908201932907104
0.5172413793103449,0.24931640923023224
0.5517241379310345,0.24667969346046448
0.5862068965517241,0.23974609375
0.6206896551724138,0.22539062798023224
0.6551724137931034,0.22353515028953552
0.6896551724137931,0.22138671576976776
0.7241379310344828,0.21464844048023224
0.7586206896551724,0.20683594048023224
0.7931034482758621,0.20371094346046448
0.8275862068965517,0.19941405951976776
0.8620689655172413,0.19287109375
0.896551724137931,0.19306640326976776
0.9310344827586207,0.18828125298023224
0.9655172413793103,0.17880859971046448
1.0,0.18115234375
