,stdev,val_1
0,0.0,0.6000000238418579
1,0.034482758620689655,0.599414050579071
2,0.06896551724137931,0.588574230670929
3,0.10344827586206896,0.5760742425918579
4,0.13793103448275862,0.547070324420929
5,0.1724137931034483,0.5225585699081421
6,0.20689655172413793,0.4896484315395355
7,0.24137931034482757,0.45917969942092896
8,0.27586206896551724,0.4266601502895355
9,0.3103448275862069,0.3907226622104645
10,0.3448275862068966,0.36796873807907104
11,0.3793103448275862,0.34501951932907104
12,0.41379310344827586,0.3130859434604645
13,0.4482758620689655,0.2997070252895355
14,0.48275862068965514,0.27900391817092896
15,0.5172413793103449,0.2647460997104645
16,0.5517241379310345,0.24980469048023224
17,0.5862068965517241,0.24160155653953552
18,0.6206896551724138,0.2294921875
19,0.6551724137931034,0.2177734375
20,0.6896551724137931,0.20712891221046448
21,0.7241379310344828,0.20634765923023224
22,0.7586206896551724,0.18955078721046448
23,0.7931034482758621,0.18759766221046448
24,0.8275862068965517,0.1865234375
25,0.8620689655172413,0.17783203721046448
26,0.896551724137931,0.16767577826976776
27,0.9310344827586207,0.16513672471046448
28,0.9655172413793103,0.16171875596046448
29,1.0,0.16083984076976776
