,stdev,val_1
0,0.0,0.583300769329071
1,0.034482758620689655,0.5770508050918579
2,0.06896551724137931,0.568066418170929
3,0.10344827586206896,0.547070324420929
4,0.13793103448275862,0.530078113079071
5,0.1724137931034483,0.48681640625
6,0.20689655172413793,0.44999998807907104
7,0.24137931034482757,0.4122070372104645
8,0.27586206896551724,0.3780273497104645
9,0.3103448275862069,0.35429686307907104
10,0.3448275862068966,0.3348632752895355
11,0.3793103448275862,0.3047851622104645
12,0.41379310344827586,0.29033201932907104
13,0.4482758620689655,0.2784179747104645
14,0.48275862068965514,0.26933592557907104
15,0.5172413793103449,0.2513671815395355
16,0.5517241379310345,0.24101562798023224
17,0.5862068965517241,0.23457030951976776
18,0.6206896551724138,0.22578124701976776
19,0.6551724137931034,0.21962890028953552
20,0.6896551724137931,0.21025390923023224
21,0.7241379310344828,0.20566406846046448
22,0.7586206896551724,0.197265625
23,0.7931034482758621,0.18984374403953552
24,0.8275862068965517,0.1826171875
25,0.8620689655172413,0.18056640028953552
26,0.896551724137931,0.17499999701976776
27,0.9310344827586207,0.17324218153953552
28,0.9655172413793103,0.16865234076976776
29,1.0,0.16708984971046448
