range_params,upscale,upscale_method,epoch_number,compression,val_top_1
"[0.9995, 0.9994, 0.9997, 0.9992]",0.97,+,3.0,0.9943483741277466,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.97,+,4.0,0.9943524933885864,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.97,+,5.0,0.9943524933885864,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.97,+,6.0,0.994360731910266,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.97,+,7.0,0.994360731910266,0.1018554717302322
"[0.9995, 0.9994, 0.9997, 0.9992]",0.97,+,8.0,0.994360731910266,0.1018554717302322
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,9.0,0.994360731910266,0.1017578095197677
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,10.0,0.994360731910266,0.1017578095197677
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,11.0,0.9943689704319456,0.1007812470197677
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,12.0,0.9943689704319456,0.1007812470197677
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,13.0,0.9943689704319456,0.1014648452401161
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,14.0,0.9943689704319456,0.1018554717302322
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,15.0,0.9943689704319456,0.1019531264901161
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,16.0,0.9943689704319456,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,17.0,0.9943689704319456,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,18.0,0.9943689704319456,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,19.0,0.9943689704319456,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,20.0,0.9943730896927856,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,21.0,0.9943730896927856,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,22.0,0.9943730896927856,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,23.0,0.9943730896927856,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,24.0,0.9943730896927856,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,25.0,0.9943730896927856,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,26.0,0.994385447475305,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,27.0,0.994385447475305,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,28.0,0.994385447475305,0.1019531264901161
"[0.9995, 0.9994, 0.9997, 0.9992]",0.97,+,0.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.97,+,1.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,2.0,0.9943442548669068,0.1018554717302322
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,3.0,0.9943442548669068,0.1015625
"[0.9995, 0.9994, 0.9997, 0.9992]",0.98,+,4.0,0.9943442548669068,0.1016601547598838
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,5.0,0.9943483741277466,0.1015625
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,6.0,0.9943524933885864,0.1015625
