prune_rate,compression,epochs,top_5,top_1
0.1,0.060075300088152185,3,0.996386706829071,0.859179675579071
0.2,0.11946680287689176,3,0.996874988079071,0.867968738079071
1.95,0.9519488223033259,3,0.995410144329071,0.824902355670929
2.9,0.9829380216014039,3,0.995312511920929,0.796582043170929
4.0,0.9908016905446486,3,0.99365234375,0.798535168170929
