prune_rate,compression,epochs,top_5,top_1
0.1,0.0646682759245681,30,0.9970703125,0.8773437738418579
0.2,0.1273922607327341,30,0.996484398841858,0.8799804449081421
0.3,0.1904910982773251,30,0.996777355670929,0.8798828125
0.4,0.2536558439953534,30,0.997265636920929,0.8807617425918579
0.6,0.3791285291767245,30,0.996191382408142,0.880859375
0.8,0.5025292261556586,30,0.996777355670929,0.8799804449081421
0.9,0.5627569388948847,30,0.99658203125,0.8788086175918579
1.1,0.6784257832774487,30,0.99609375,0.87744140625
1.3,0.7842784290786862,30,0.996777355670929,0.875781238079071
1.5,0.871882749359455,30,0.996484398841858,0.8720703125
1.7,0.9236824544203788,30,0.995996117591858,0.86572265625
1.75,0.9324317644441882,30,0.9951171875,0.8667968511581421
1.8,0.9401883326055972,30,0.995703101158142,0.868359386920929
1.85,0.947005709295524,30,0.99560546875,0.866894543170929
1.9,0.9529292063832066,30,0.995507836341858,0.866406261920929
1.92,0.9550753412807604,30,0.995214819908142,0.8643554449081421
1.93,0.9561545876207972,30,0.995214819908142,0.8643554449081421
1.95,0.9582018602581952,30,0.9951171875,0.8617187738418579
1.99,0.9621934240119951,30,0.995312511920929,0.8643554449081421
2.1,0.9707862021238908,30,0.995019555091858,0.860546886920929
2.12,0.9720755307667592,30,0.99462890625,0.85546875
2.2,0.9768662311234872,30,0.994433581829071,0.848925769329071
2.25,0.9793707417141068,30,0.992968738079071,0.841796875
2.3,0.981640454436856,30,0.993066430091858,0.7808593511581421
2.35,0.9835064795973012,30,0.992773413658142,0.84130859375
2.4,0.9852159728458324,30,0.991992175579071,0.835644543170929
2.5,0.9878605383050064,30,0.991406261920929,0.8062499761581421
2.7,0.9914442952356628,30,0.990039050579071,0.6871093511581421
2.9,0.9938499435661264,30,0.96923828125,0.57470703125
4.0,0.9977220487555714,30,0.512402355670929,0.1750976592302322
3.0,0.9946243646040156,30,0.8636718988418579,0.4728515744209289
3.3,0.9962349955923908,30,0.7841796875,0.3482421934604645
3.6,0.997203021889752,30,0.6845703125,0.2938476502895355
3.9,0.9976437827996144,30,0.58251953125,0.1764648407697677
3.1,0.9953081619034281,30,0.9443359375,0.4073242247104645
3.2,0.9958395465517668,30,0.825878918170929,0.34345704317092896
3.4,0.9966222061113353,30,0.748339831829071,0.3076171875
3.5,0.9969847010652408,30,0.75927734375,0.24091796576976776
3.7,0.9974007464100642,30,0.57177734375,0.21826171875
3.8,0.9975449205394584,30,0.5731445550918579,0.17939452826976776
