stdev,val_1
0.0,0.964062511920929
0.034482758620689655,0.9644531011581421
0.06896551724137931,0.9634765386581421
0.10344827586206896,0.960253894329071
0.13793103448275862,0.957324206829071
0.1724137931034483,0.95458984375
0.20689655172413793,0.950976550579071
0.24137931034482757,0.9398437738418579
0.27586206896551724,0.9384765625
0.3103448275862069,0.933300793170929
0.3448275862068966,0.918164074420929
0.3793103448275862,0.9051758050918579
0.41379310344827586,0.890917956829071
0.4482758620689655,0.87255859375
0.48275862068965514,0.855175793170929
0.5172413793103449,0.834277331829071
0.5517241379310345,0.823046863079071
0.5862068965517241,0.800000011920929
0.6206896551724138,0.78125
0.6551724137931034,0.7562500238418579
0.6896551724137931,0.740429699420929
0.7241379310344828,0.714062511920929
0.7586206896551724,0.694140613079071
0.7931034482758621,0.6773437261581421
0.8275862068965517,0.6522461175918579
0.8620689655172413,0.6207031011581421
0.896551724137931,0.6122070550918579
0.9310344827586207,0.5967773199081421
0.9655172413793103,0.5746093988418579
1.0,0.5672851800918579
