stdev,val_1
0.0,0.96630859375
0.034482758620689655,0.964648425579071
0.06896551724137931,0.964550793170929
0.10344827586206896,0.9639648199081421
0.13793103448275862,0.96142578125
0.1724137931034483,0.9576171636581421
0.20689655172413793,0.951367199420929
0.24137931034482757,0.9423828125
0.27586206896551724,0.9383789300918579
0.3103448275862069,0.9322265386581421
0.3448275862068966,0.915332019329071
0.3793103448275862,0.90771484375
0.41379310344827586,0.8887695074081421
0.4482758620689655,0.874316394329071
0.48275862068965514,0.851855456829071
0.5172413793103449,0.8349609375
0.5517241379310345,0.8148437738418579
0.5862068965517241,0.799609363079071
0.6206896551724138,0.7685546875
0.6551724137931034,0.74560546875
0.6896551724137931,0.714648425579071
0.7241379310344828,0.711621105670929
0.7586206896551724,0.689746081829071
0.7931034482758621,0.6602538824081421
0.8275862068965517,0.649609386920929
0.8620689655172413,0.6268554925918579
0.896551724137931,0.5946289300918579
0.9310344827586207,0.5936523675918579
0.9655172413793103,0.573437511920929
1.0,0.5425781011581421
