stdev,val_1
0.0,0.9554687738418579
0.034482758620689655,0.954785168170929
0.06896551724137931,0.9551757574081421
0.10344827586206896,0.95361328125
0.13793103448275862,0.94970703125
0.1724137931034483,0.9468749761581421
0.20689655172413793,0.9424804449081421
0.24137931034482757,0.9344726800918579
0.27586206896551724,0.9302734136581421
0.3103448275862069,0.91845703125
0.3448275862068966,0.90673828125
0.3793103448275862,0.8939453363418579
0.41379310344827586,0.88427734375
0.4482758620689655,0.8755859136581421
0.48275862068965514,0.849609375
0.5172413793103449,0.835156261920929
0.5517241379310345,0.808789074420929
0.5862068965517241,0.79150390625
0.6206896551724138,0.7691406011581421
0.6551724137931034,0.7510741949081421
0.6896551724137931,0.723925769329071
0.7241379310344828,0.706347644329071
0.7586206896551724,0.684863269329071
0.7931034482758621,0.66845703125
0.8275862068965517,0.656933605670929
0.8620689655172413,0.6302734613418579
0.896551724137931,0.6122070550918579
0.9310344827586207,0.5907226800918579
0.9655172413793103,0.58056640625
1.0,0.5625
